Gen,Case,Fitness,NPV,ABS Diff,Parents
4,31,207.1048169819684,408973.1022225733,0,gen3case12 gen1case101
4,32,122.45090875760744,411351.3190739308,0,gen1case50 gen2case32
4,33,17.51235771399225,400253.3108581037,0,gen1case50 gen2case32
4,34,65.1622593851096,398093.2935392245,0,gen3case3 gen2case18
4,35,15.626511502235067,402322.61549836316,0,gen3case3 gen2case18
4,36,52.24648991170842,398245.65362108423,0,gen2case28 gen3case13
4,37,17.51235771399225,400253.3108581037,0,gen2case28 gen3case13
4,38,17.51235771399225,400253.3108581037,0,gen1case50 gen3case15
4,39,17.51235771399225,400253.3108581037,0,gen1case50 gen3case15
5,0,17.51235771399225,400253.3108581037,0,gen4case27 gen4case33
5,1,17.51235771399225,400253.3108581037,0,gen4case27 gen4case33
5,2,37.353598050717686,399005.1650461529,0,gen3case11 gen4case27
5,3,17.51235771399225,400253.3108581037,0,gen3case11 gen4case27
5,4,18.25507987797019,399714.497981934,0,gen2case13 gen4case24
5,5,17.819194738588067,403391.15914797265,0,gen2case13 gen4case24
5,6,112.18996941630576,409549.11203958915,0,gen4case3 gen3case25
5,7,100.74162602786559,391858.2969790414,0,gen4case3 gen3case25
5,8,603.0033503205002,445047.382140977,0,gen3case0 gen1case167
5,9,67.71372462072756,404870.0630861468,0,gen3case0 gen1case167
5,10,15.626511502235067,402322.61549836316,0,gen2case18 gen3case14
5,11,15.626511502235067,402322.61549836316,0,gen2case18 gen3case14
5,12,24.37059305061402,403113.1287664127,0,gen4case14 gen4case1
5,13,18.25507987797019,399714.497981934,0,gen4case14 gen4case1
5,14,15.626511502235067,402322.61549836316,0,gen4case24 gen3case12
5,15,15.626511502235067,402322.61549836316,0,gen4case24 gen3case12
5,16,15.626511502235067,402322.61549836316,0,gen4case24 gen3case14
5,17,15.626511502235067,402322.61549836316,0,gen4case24 gen3case14
5,18,17.51235771399225,400253.3108581037,0,gen4case15 gen4case37
5,19,17.51235771399225,400253.3108581037,0,gen4case15 gen4case37
5,20,57.80653956501568,406461.4325033288,0,gen3case36 gen1case147
5,21,383.16351889059575,427976.07400585525,0,gen3case36 gen1case147
5,22,18.25507987797019,399714.497981934,0,gen3case37 gen3case12
5,23,17.819194738588067,403391.15914797265,0,gen3case37 gen3case12
5,24,17.51235771399225,400253.3108581037,0,gen3case37 gen4case8
5,25,15.626511502235067,402322.61549836316,0,gen3case37 gen4case8
5,26,15.626511502235067,402322.61549836316,0,gen3case14 gen4case8
5,27,15.626511502235067,402322.61549836316,0,gen3case14 gen4case8
5,28,766.8919910771862,330871.1969133621,0,gen1case107 gen1case186
5,29,1342.8906622171899,479648.80968829436,0,gen1case107 gen1case186
5,30,223.3913597778395,419641.32597740594,0,gen4case4 gen1case80
5,31,271.3455925890819,421953.0054066219,0,gen4case4 gen1case80
5,32,17.51235771399225,400253.3108581037,0,gen3case0 gen4case15
5,33,17.51235771399225,400253.3108581037,0,gen3case0 gen4case15
5,34,18.25507987797019,399714.497981934,0,gen2case13 gen4case8
5,35,17.819194738588067,403391.15914797265,0,gen2case13 gen4case8
5,36,15.626511502235067,402322.61549836316,0,gen4case15 gen4case14
5,37,146.8698454959788,409784.7165743936,0,gen4case15 gen4case14
5,38,56.64061241490482,405674.77648446657,0,gen3case3 gen4case0
5,39,63.06414081922644,397105.43311269424,0,gen3case3 gen4case0
6,0,1079.276260420168,480860.9515107891,79349.80820028932,gen1case165 gen2case32
6,1,999999999.99,0,0,gen1case165 gen2case32
6,2,15608.079221816988,1323006.8059615174,921495.6626510175,gen1case73 gen1case110
6,3,15608.000546002664,1501281.0388531499,1099769.89554265,gen1case73 gen1case110
6,4,15608.08253625894,1362134.7832894544,960623.6399789546,gen1case110 gen1case9
6,5,15608.008896413648,1441063.922169321,1039552.7788588211,gen1case110 gen1case9
6,6,15608.000546002664,1588918.5742814678,1187407.430970968,gen1case16 gen1case141
6,7,15608.000398220496,1550434.0479336865,1148922.9046231867,gen1case16 gen1case141
6,8,15608.00348915744,1391860.1182756405,990348.9749651407,gen1case5 gen1case164
6,9,15608.17360547671,1208318.4541305606,806807.3108200608,gen1case5 gen1case164
6,10,15608.000546002664,1540093.8653688394,1138582.7220583395,gen1case192 gen0case1
6,11,15608.000546002664,1421337.2816892017,1019826.1383787019,gen1case192 gen0case1
6,12,15608.096376592095,1384910.0246656558,983398.881355156,gen1case141 gen1case140
6,13,15608.00157804266,1601484.7534206766,1199973.6101101767,gen1case141 gen1case140
6,14,15608.000922107545,1527621.4966920975,1126110.3533815977,gen1case62 gen1case19
6,15,15608.000766269473,1226452.8121399004,824941.6688294006,gen1case62 gen1case19
6,16,15608.000916286137,1492253.9137256404,1090742.7704151405,gen1case134 gen1case149
6,17,15608.000546002664,1385532.8207962054,984021.6774857056,gen1case134 gen1case149
6,18,15608.004115414002,1552950.8450962289,1151439.701785729,gen1case179 gen1case16
6,19,15608.000822080485,1581471.563005253,1179960.4196947531,gen1case179 gen1case16
6,20,15608.008596744874,1564923.0725635618,1163411.929253062,gen1case42 gen1case53
6,21,15608.053990450035,1430431.522455537,1028920.3791450372,gen1case42 gen1case53
6,22,15608.000779462734,1544762.7954332244,1143251.6521227246,gen1case192 gen1case53
6,23,15608.047905199332,1375546.8214108765,974035.6781003766,gen1case192 gen1case53
6,24,15608.000546002664,1601778.6673064756,1200267.5239959757,gen1case141 gen1case161
6,25,15608.000546002664,1515486.2760610776,1113975.1327505778,gen1case141 gen1case161
6,26,15608.293030650528,1313208.170204512,911697.0268940122,gen1case3 gen0case4
6,27,15608.009935815351,1616610.7105830775,1215099.5672725777,gen1case3 gen0case4
6,28,15608.000546002664,1591206.3534969785,1189695.2101864787,gen2case1 gen1case62
6,29,1106.901928138716,413351.90012516594,11840.75681466615,gen2case1 gen1case62
6,30,1039.890373024883,454944.6268887396,53433.4835782398,gen1case171 gen3case32
6,31,999999999.99,0,0,gen1case171 gen3case32
6,32,15608.000784572392,1580411.3634438587,1178900.2201333588,gen1case77 gen1case179
6,33,15608.028321932814,1539891.42836886,1138380.28505836,gen1case77 gen1case179
6,34,15608.000546002664,1478216.3047388666,1076705.1614283668,gen0case1 gen0case3
6,35,15608.000546002664,1514643.78131385,1113132.6380033502,gen0case1 gen0case3
6,36,15608.116300254944,1364209.3802891772,962698.2369786773,gen1case170 gen0case4
6,37,15607.999323185159,1449442.295447289,1047931.1521367892,gen1case170 gen0case4
6,38,15608.095548874113,1428255.9263681695,1026744.7830576696,gen2case1 gen1case100
6,39,1486.100473058052,501276.8308084702,99765.68749797042,gen2case1 gen1case100
7,0,15608.091326514936,1381041.3545367906,979530.2112262908,gen1case149 gen1case134
7,1,15608.000633290669,1471834.241448464,1070323.0981379643,gen1case149 gen1case134
7,2,15607.998577631866,1576439.172895495,1174928.0295849952,gen0case4 gen1case187
7,3,15608.019988089089,1554688.1734200122,1153177.0301095124,gen0case4 gen1case187
7,4,15608.000546002664,1601778.9260909813,1200267.7827804815,gen6case20 gen6case24
7,5,15608.006503272452,1531698.6038217056,1130187.4605112057,gen6case20 gen6case24
7,6,15608.249861316532,1331472.9317442758,929961.788433776,gen1case108 gen1case110
7,7,15608.056171425636,1501730.201943566,1100219.0586330662,gen1case108 gen1case110
7,8,15608.000546002664,1501281.0388531499,1099769.89554265,gen1case170 gen6case3
7,9,15608.029866713014,1322785.790001524,921274.6466910241,gen1case170 gen6case3
7,10,15608.001869576117,1517415.3503494833,1115904.2070389835,gen1case192 gen1case171
7,11,15608.008490814052,1401336.5993988323,999825.4560883325,gen1case192 gen1case171
7,12,15608.055556373762,1343659.9352451595,942148.7919346597,gen1case161 gen6case26
7,13,15608.004806150442,1524079.7860106702,1122568.6427001704,gen1case161 gen6case26
7,14,15608.000546002664,1600179.8582827116,1198668.7149722117,gen6case32 gen1case149
7,15,15608.001476356323,1351816.0024985662,950304.8591880663,gen6case32 gen1case149
7,16,15608.00348915744,1391860.1182756405,990348.9749651407,gen6case8 gen6case38
7,17,15608.095548874113,1428255.9263681695,1026744.7830576696,gen6case8 gen6case38
7,18,999999999.99,0,0,gen3case27 gen6case26
7,19,1679.3382768152394,512688.13086479885,111176.98755429906,gen3case27 gen6case26
7,20,15608.023308932427,1421254.450715739,1019743.3074052392,gen1case188 gen6case4
7,21,15608.29779293792,1350136.8456264741,948625.7023159743,gen1case188 gen6case4
7,22,15608.03545674029,1411689.9404017015,1010178.7970912016,gen1case55 gen1case179
7,23,15608.000301725444,1572417.311082001,1170906.1677715012,gen1case55 gen1case179
7,24,15608.029640109167,1376027.7908959133,974516.6475854134,gen6case25 gen6case14
7,25,15608.000546002664,1571830.6464416932,1170319.5031311933,gen6case25 gen6case14
7,26,15608.000920275408,1535015.4645039293,1133504.3211934294,gen1case84 gen1case19
7,27,15608.12899329416,1395778.8976432479,994267.754332748,gen1case84 gen1case19
7,28,15608.000546002664,1461358.8107841138,1059847.667473614,gen1case152 gen1case155
7,29,15608.006995019865,1366827.0153770356,965315.8720665358,gen1case152 gen1case155
7,30,999999999.99,0,0,gen2case23 gen1case73
7,31,1021.4406270003012,458849.2209108043,57338.0776003045,gen2case23 gen1case73
7,32,15608.000718662006,1550115.4574994768,1148604.314188977,gen6case6 gen6case19
7,33,15608.000546002664,1545759.0286406765,1144247.8853301767,gen6case6 gen6case19
7,34,15608.049332821507,1401210.4342424963,999699.2909319964,gen6case6 gen1case181
7,35,15607.996028117952,1522375.8208116044,1120864.6775011045,gen6case6 gen1case181
7,36,15608.053990450035,1430431.522455537,1028920.3791450372,gen6case21 gen1case155
7,37,15608.000683976483,1466523.8059312808,1065012.662620781,gen6case21 gen1case155
7,38,15608.069259219104,1461334.7051576022,1059823.5618471024,gen6case7 gen1case114
7,39,15608.000449708426,1564913.6344552366,1163402.4911447368,gen6case7 gen1case114
8,0,15608.025939158315,1476366.6947175213,1074855.5514070215,gen0case2 gen0case5
8,1,15608.000546002664,1500284.2045897886,1098773.0612792887,gen0case2 gen0case5
8,2,15608.017458142822,1387673.3367526343,986162.1934421344,gen1case110 gen1case5
8,3,15608.015790718198,1327483.9430379448,925972.799727445,gen1case110 gen1case5
8,4,15608.000546002664,1590538.515324074,1189027.3720135742,gen1case171 gen1case141
8,5,15608.021709093728,1448345.5906146541,1046834.4473041543,gen1case171 gen1case141
8,6,15608.194336674256,1417799.803608452,1016288.6602979521,gen6case4 gen1case19
8,7,15608.000637413574,1422651.8866193013,1021140.7433088014,gen6case4 gen1case19
8,8,15608.000912847303,1593670.7831921526,1192159.6398816528,gen0case4 gen7case38
8,9,15608.21143155447,1333942.28219406,932431.1388835602,gen0case4 gen7case38
8,10,15608.000546002664,1568189.9479465478,1166678.804636048,gen1case29 gen6case10
8,11,15608.01660921812,1441875.764927722,1040364.6216172222,gen1case29 gen6case10
8,12,15608.000546002664,1601775.145307536,1200264.0019970362,gen6case18 gen6case13
8,13,15608.033988796324,1488859.8459093743,1087348.7025988745,gen6case18 gen6case13
8,14,15608.155598503614,1350516.882968339,949005.7396578391,gen1case181 gen7case36
8,15,15608.053990450035,1430431.522455537,1028920.3791450372,gen1case181 gen7case36
8,16,15608.000546002664,1484840.489693209,1083329.3463827092,gen7case14 gen1case197
8,17,15608.000546002664,1597901.6661465196,1196390.5228360198,gen7case14 gen1case197
8,18,15608.002784434666,1560334.0756679664,1158822.9323574665,gen6case13 gen6case38
8,19,15608.000546002664,1518590.7096156443,1117079.5663051445,gen6case13 gen6case38
8,20,15608.000546002664,1527320.8751321072,1125809.7318216073,gen0case2 gen0case3
8,21,15608.02174824993,1504489.7019202043,1102978.5586097045,gen0case2 gen0case3
8,22,15608.00495162412,1417596.611713408,1016085.4684029082,gen7case39 gen1case140
8,23,15608.000862982533,1561913.6302345954,1160402.4869240955,gen7case39 gen1case140
8,24,15608.000546002664,1531288.872985525,1129777.7296750252,gen6case22 gen1case55
8,25,15608.006721619886,1487032.451510346,1085521.3081998462,gen6case22 gen1case55
8,26,15608.000684413128,1476580.5390619126,1075069.3957514127,gen6case4 gen6case17
8,27,15608.162420813342,1272355.619635957,870844.4763254572,gen6case4 gen6case17
8,28,15608.11980912765,1304134.8461729488,902623.702862449,gen1case53 gen1case64
8,29,15608.000710767721,1395707.5717594095,994196.4284489097,gen1case53 gen1case64
8,30,15608.011515086353,1406028.7545635444,1004517.6112530446,gen1case141 gen1case155
8,31,15608.000546002664,1610174.464606864,1208663.321296364,gen1case141 gen1case155
8,32,15608.011515086353,1406028.7545635444,1004517.6112530446,gen1case141 gen7case16
8,33,15608.001774709288,1630338.6271139842,1228827.4838034844,gen1case141 gen7case16
8,34,15608.001613814755,1455160.8808969695,1053649.7375864696,gen7case6 gen1case170
8,35,15608.264067361903,1326003.8037580976,924492.6604475977,gen7case6 gen1case170
8,36,15608.339707891419,1419125.9759417889,1017614.832631289,gen6case23 gen7case8
8,37,15608.0054697311,1435772.8892791427,1034261.7459686429,gen6case23 gen7case8
8,38,15608.124269779517,1396068.7394216903,994557.5961111905,gen0case3 gen7case16
8,39,15608.003797931276,1484824.9491811593,1083313.8058706594,gen0case3 gen7case16
9,0,627.8304897883893,430609.53514537826,29098.39183487848,gen1case84 gen1case101
9,1,999999999.99,0,0,gen1case84 gen1case101
9,2,15608.124269779517,1396068.7394216903,994557.5961111905,gen0case3 gen7case3
9,3,15608.000546002664,1587039.196267079,1185528.0529565793,gen0case3 gen7case3
9,4,15608.000546002664,1570036.9055759422,1168525.7622654424,gen8case26 gen6case24
9,5,15608.012211676381,1488779.80270553,1087268.6593950302,gen8case26 gen6case24
9,6,15608.002148391117,1534705.494634887,1133194.3513243871,gen1case19 gen7case36
9,7,15608.000546002664,1389318.8032514194,987807.6599409196,gen1case19 gen7case36
9,8,15608.001774709288,1630338.6271139842,1228827.4838034844,gen1case5 gen8case12
9,9,15608.002189121575,1429452.4776559307,1027941.3343454308,gen1case5 gen8case12
9,10,15608.001570055118,1597324.3275558623,1195813.1842453624,gen6case37 gen6case35
9,11,15608.059480425316,1382046.45948246,980535.3161719602,gen6case37 gen6case35
9,12,15608.054347391959,1412802.8783933765,1011291.7350828766,gen1case55 gen8case37
9,13,15608.000546002664,1514422.09676522,1112910.95345472,gen1case55 gen8case37
9,14,15608.03704414325,1369507.9657698374,967996.8224593375,gen1case55 gen8case15
9,15,15608.000546002664,1572106.5814905919,1170595.438180092,gen1case55 gen8case15
9,16,15608.028321932814,1539891.42836886,1138380.28505836,gen6case33 gen8case33
9,17,15608.001774709288,1630338.6271139842,1228827.4838034844,gen6case33 gen8case33
9,18,15608.051304692886,1446735.340990532,1045224.1976800321,gen1case42 gen7case38
9,19,15608.011564898039,1553227.9918183116,1151716.8485078118,gen1case42 gen7case38
9,20,15608.000398220496,1550434.0479336865,1148922.9046231867,gen6case7 gen8case28
9,21,15608.49844623281,1309877.1224427107,908365.9791322108,gen6case7 gen8case28
9,22,15608.013229782771,1395526.356486209,994015.2131757091,gen8case29 gen8case37
9,23,15608.000589686706,1445866.514260793,1044355.3709502933,gen8case29 gen8case37
9,24,15608.001153679916,1472047.1096969796,1070535.9663864798,gen1case165 gen1case19
9,25,15608.000971640664,1465984.751079971,1064473.6077694711,gen1case165 gen1case19
9,26,15608.011518264488,1464756.3698730925,1063245.2265625927,gen8case18 gen7case34
9,27,15608.000546002664,1576372.7047557693,1174861.5614452695,gen8case18 gen7case34
9,28,15608.096469651544,1378649.3814371158,977138.238126616,gen1case188 gen6case3
9,29,15608.000546002664,1585307.13804894,1183795.9947384403,gen1case188 gen6case3
9,30,15608.121129530995,1424961.6475804115,1023450.5042699117,gen8case23 gen8case32
9,31,15608.001097797109,1566941.7556095605,1165430.6122990607,gen8case23 gen8case32
9,32,15608.007160766756,1425980.714461991,1024469.5711514913,gen1case77 gen7case12
9,33,15608.000546002664,1461750.6485028912,1060239.5051923913,gen1case77 gen7case12
9,34,15608.000546002664,1551886.40588675,1150375.2625762501,gen7case23 gen7case33
9,35,15608.000350795244,1576250.4675329255,1174739.3242224257,gen7case23 gen7case33
9,36,15608.012129748615,1313753.8666295493,912242.7233190495,gen8case15 gen7case37
9,37,15608.03644927004,1596627.5296584603,1195116.3863479604,gen8case15 gen7case37
9,38,15608.002502928004,1569852.4590992827,1168341.315788783,gen1case182 gen7case23
9,39,15608.005847309329,1448271.7694957252,1046760.6261852253,gen1case182 gen7case23
